RD,DATE,TIME,UCR DODE,OFFENSE,Motivation,CPD Area,DIST,BEAT,Community,Victims,Arrested,Adults,Juveniles,Disposition
HV113109,1/10/2012 0:00,2100,1320,CRIMINAL DAMAGE: TO VEHICLE, ANTI-JEWISH,Central,12,1212,WEST TOWN,1,0,,,UNDETERMINED
HV117394,1/12/2012 0:00,2359,580,STALKING: SIMPLE, ANTI-MULTIPLE RELIGIONS/GROUPS,Central,18,1822,NEAR NORTH SIDE,1,0,,,UNFOUNDED
HV119102,1/16/2012 0:00,1620,320,ROBBERY: STRONGARM - NO WEAPON, ANTI-ASIAN,Central,9,914,ARMOUR SQUARE,1,7,1,6,UNFOUNDED
HV132973,1/26/2012 0:00,1500,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-GAY (MALE),Central,18,1812,LINCOLN PARK,1,0,,,UNDETERMINED
HV139773,1/31/2012 0:00,1356,2825,OTHER OFFENSE: HARASSMENT BY TELEPHONE, ANTI-BLACK/AFRICAN-AMERICAN,Central,1,133,NEAR SOUTH SIDE,1,0,,,UNFOUNDED
HV140565,1/31/2012 0:00,2230,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-GAY (MALE),North,24,2411,WEST RIDGE,1,0,,,BONA FIDE
HV155229,2/12/2012 0:00,1130,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-BLACK/AFRICAN-AMERICAN,Central,18,1812,LINCOLN PARK,1,0,,,UNDETERMINED
HV159486,2/15/2012 0:00,1816,560,ASSAULT: SIMPLE, ANTI-WHITE,Central,12,1213,NEAR WEST SIDE,1,1,1,,UNDETERMINED
HV183392,3/4/2012 0:00,845,560,ASSAULT: SIMPLE, ANTI-JEWISH,Central,12,1211,WEST TOWN,1,0,,,UNFOUNDED
HV188252,3/8/2012 0:00,920,2826,OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS, ANTI-GAY (MALE),North,14,1414,LOGAN SQUARE,1,0,,,UNDETERMINED
HV195090,3/13/2012 0:00,415,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-WHITE,North,14,1424,WEST TOWN,1,0,,,BONA FIDE
HV204711,3/19/2012 0:00,1305,460,BATTERY: SIMPLE, ANTI-GAY (MALE),North,20,2023,EDGEWATER,1,0,,,UNDETERMINED
HV209288,3/18/2012 0:00,300,495,BATTERY: AGGRAVATED OF A SENIOR CITIZEN, ANTI-HISPANIC/LATINO,North,24,2423,ROGERS PARK,1,0,,,UNDETERMINED
HV217606,3/28/2012 0:00,530,1375,CRIMINAL DAMAGE: INSTITUTIONAL VANDALISM, ANTI-JEWISH,North,19,1925,LAKE VIEW,1,0,,,BONA FIDE
HV218355,3/28/2012 0:00,1400,558,ASSAULT: AGG PRO.EMP: OTHER DANG WEAPON, ANTI-GAY (MALE),Central,8,834,ASHBURN,1,0,,,UNFOUNDED
HV219309,3/29/2012 0:00,1000,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-BLACK/AFRICAN-AMERICAN,Central,18,1833,NEAR NORTH SIDE,1,0,,,UNDETERMINED
HV225976,4/3/2012 0:00,700,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-CATHOLIC,Central,9,913,BRIDGEPORT,1,0,,,UNFOUNDED
HV252865,4/22/2012 0:00,345,1320,CRIMINAL DAMAGE: TO VEHICLE, ANTI-GAY (MALE),North,17,1723,ALBANY PARK,1,0,,,UNDETERMINED
HV258108,4/25/2012 0:00,1840,462,BATTERY: AGG PRO EMP HANDS SERIOUS INJ, ANTI-BLACK/AFRICAN-AMERICAN,Central,18,1832,NEAR NORTH SIDE,1,1,1,,BONA FIDE
HV284651,5/12/2012 0:00,1400,560,ASSAULT: SIMPLE, ANTI-LESBIAN,Central,2,224,GRAND BOULEVARD,1,0,,,UNFOUNDED
HV306377,5/27/2012 0:00,2210,460,BATTERY: SIMPLE, ANTI-GAY (MALE),South,22,2211,MOUNT GREENWOOD,2,0,,,UNDETERMINED
HV308105,5/29/2012 0:00,310,2825,OTHER OFFENSE: HARASSMENT BY TELEPHONE, ANTI-BLACK/AFRICAN-AMERICAN,South,5,522,WEST PULLMAN,1,0,,,UNDETERMINED
HV314090,5/31/2012 0:00,1030,2820,OTHER OFFENSE: TELEPHONE THREAT, ANTI-LESBIAN,North,24,2422,ROGERS PARK,1,0,,,UNDETERMINED
HV314634,6/2/2012 0:00,0,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-GAY (MALE),South,6,631,CHATHAM,1,0,,,UNDETERMINED
HV322012,6/2/2012 0:00,1325,495,BATTERY: AGGRAVATED OF A SENIOR CITIZEN, ANTI-ASIAN,North,19,1914,UPTOWN,1,0,,,UNDETERMINED
HV325066,6/8/2012 0:00,1745,460,BATTERY: SIMPLE, ANTI-HISPANIC/LATINO,North,19,1931,LINCOLN PARK,1,0,,,UNFOUNDED
HV335354,6/15/2012 0:00,25,320,ROBBERY: STRONGARM - NO WEAPON, ANTI-HISPANIC/LATINO,Central,8,811,GARFIELD RIDGE,1,1,1,,BONA FIDE
HV340524,6/18/2012 0:00,945,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-BLACK/AFRICAN-AMERICAN,North,19,1924,LAKE VIEW,1,0,,,UNDETERMINED
HV346855,6/22/2012 0:00,40,460,BATTERY: SIMPLE, ANTI-HISPANIC/LATINO,Central,8,813,WEST LAWN,1,0,,,UNDETERMINED
HV346960,6/22/2012 0:00,231,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,South,22,2212,MORGAN PARK,1,0,,,UNDETERMINED
HV348269,6/22/2012 0:00,2130,460,BATTERY: SIMPLE, ANTI-BISEXUAL,South,4,421,SOUTH SHORE,1,0,,,BONA FIDE
HV376273,7/10/2012 0:00,1750,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-GAY (MALE),North,19,1922,LAKE VIEW,1,0,,,UNDETERMINED
HV384026,7/15/2012 0:00,1244,051A,ASSAULT: AGGRAVATED: HANDGUN, ANTI-GAY (MALE),South,4,423,SOUTH CHICAGO,1,0,,,UNDETERMINED
HV397359,7/23/2012 0:00,2230,460,BATTERY: SIMPLE, ANTI-GAY (MALE),North,11,1121,HUMBOLDT PARK,1,2,2,,BONA FIDE
HV398051,7/24/2012 0:00,945,560,ASSAULT: SIMPLE, ANTI-OTHER ETHNICITY/NATIONAL ORIGIN,North,25,2511,DUNNING,1,0,,,BONA FIDE
HV407041,7/29/2012 0:00,1900,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-GAY (MALE),North,17,1723,IRVING PARK,1,0,,,UNDETERMINED
HV422617,8/9/2012 0:00,250,440,BATTERY: AGG: HANDS/FIST/FEET NO/MINOR INJURY, ANTI-GAY (MALE),North,14,1422,HUMBOLDT PARK,1,0,,,BONA FIDE
HV423193,8/9/2012 0:00,1610,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-BLACK/AFRICAN-AMERICAN,South,22,2212,BEVERLY,1,0,,,UNDETERMINED
HV444879,8/24/2012 0:00,700,2826,OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS, ANTI-BLACK/AFRICAN-AMERICAN,Central,1,122,LOOP,1,1,1,,BONA FIDE
HV469941,9/10/2012 0:00,1600,460,BATTERY: SIMPLE, ANTI-GAY (MALE),Central,10,1032,SOUTH LAWNDALE,4,2,2,,BONA FIDE
HV470233,9/9/2012 0:00,1802,2820,OTHER OFFENSE: TELEPHONE THREAT, ANTI-JEWISH,North,19,1925,LAKE VIEW,1,0,,,BONA FIDE
HV472097,9/12/2012 0:00,500,1345,CRIMINAL DAMAGE: TO CITY OF CHICAGO PROPERTY, ANTI-BLACK/AFRICAN-AMERICAN,North,19,1921,NORTH CENTER,1,0,,,UNFOUNDED
HV472586,9/11/2012 0:00,1400,2850,PUBLIC PEACE VIOLATION: BOMB THREAT, ANTI-BLACK/AFRICAN-AMERICAN,Central,12,1222,EAST GARFIELD PARK,1,0,,,UNDETERMINED
HV474601,9/13/2012 0:00,1900,483,BATTERY: AGG PRO.EMP: OTHER DANG WEAPON, ANTI-GAY (MALE),North,19,1934,LAKE VIEW,1,0,,,UNFOUNDED
HV479585,9/16/2012 0:00,2130,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,Central,9,924,NEW CITY,1,0,,,UNDETERMINED
HV482194,9/19/2012 0:00,730,1320,CRIMINAL DAMAGE: TO VEHICLE, ANTI-OTHER ETHNICITY/NATIONAL ORIGIN,Central,8,813,WEST LAWN,1,0,,,UNDETERMINED
HV484358,9/20/2012 0:00,1710,430,BATTERY: AGGRAVATED: OTHER DANG WEAPON, ANTI-GAY (MALE),Central,3,333,SOUTH SHORE,1,1,,1,UNDETERMINED
HV490722,9/25/2012 0:00,600,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-JEWISH,North,17,1711,NORTH PARK,1,0,,,UNDETERMINED
HV492494,9/26/2012 0:00,1240,460,BATTERY: SIMPLE, ANTI-GAY (MALE),South,4,414,AVALON PARK,1,0,,,UNDETERMINED
HV493545,9/27/2012 0:00,530,560,ASSAULT: SIMPLE, ANTI-WHITE,North,11,1123,HUMBOLDT PARK,1,0,,,UNFOUNDED
HV496424,9/29/2012 0:00,158,460,BATTERY: SIMPLE, ANTI-WHITE,North,14,1424,WEST TOWN,2,0,,,UNDETERMINED
HV501960,10/2/2012 0:00,2332,460,BATTERY: SIMPLE, ANTI-GAY (MALE),Central,1,113,LOOP,1,0,,,BONA FIDE
HV519345,10/15/2012 0:00,1000,2826,OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS, ANTI-GAY (MALE),North,15,1522,AUSTIN,1,0,,,BONA FIDE
HV520231,10/15/2012 0:00,2330,479,BATTERY: AGG: HANDS/FIST/FEET SERIOUS INJURY, ANTI-GAY (MALE),South,6,623,GREATER GRAND CROSSING,1,0,,,BONA FIDE
HV521172,1/29/2012 0:00,2000,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-JEWISH,North,19,1932,LINCOLN PARK,1,0,,,UNFOUNDED
HV525295,10/19/2012 0:00,1200,460,BATTERY: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,Central,18,1832,NEAR NORTH SIDE,1,1,1,,UNFOUNDED
HV525586,10/19/2012 0:00,1540,110,HOMICIDE: FIRST DEGREE MURDER, ANTI-GAY (MALE),South,4,431,SOUTH DEERING,1,0,,,UNFOUNDED
HV527855,10/21/2012 0:00,509,460,BATTERY: SIMPLE, ANTI-GAY (MALE),Central,18,1822,NEAR NORTH SIDE,1,1,1,,BONA FIDE
HV529581,10/22/2012 0:00,1309,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,19,1911,LINCOLN SQUARE,1,1,1,,UNDETERMINED
HV530278,10/22/2012 0:00,2000,460,BATTERY: SIMPLE, ANTI-GAY (MALE),North,16,1632,DUNNING,1,0,,,UNFOUNDED
HV537735,10/28/2012 0:00,110,460,BATTERY: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,19,1935,LINCOLN PARK,2,0,,,BONA FIDE
HV543176,11/1/2012 0:00,100,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-BLACK/AFRICAN-AMERICAN,North,16,1622,JEFFERSON PARK,1,0,,,UNDETERMINED
HV543739,10/26/2012 0:00,1645,4386,OTHER OFFENSE: VIOLATION OF CIVIL NO CONTACT ORDER, ANTI-GAY (MALE),North,19,1914,UPTOWN,1,0,,,UNDETERMINED
HV548579,11/5/2012 0:00,630,2820,OTHER OFFENSE: TELEPHONE THREAT, ANTI-JEWISH,North,24,2412,WEST RIDGE,1,0,,,BONA FIDE
HV552419,11/6/2012 0:00,615,5000,OTHER OFFENSE: OTHER CRIME AGAINST PERSON, ANTI-BLACK/AFRICAN-AMERICAN,Central,9,925,NEW CITY,1,0,,,UNDETERMINED
HV555017,11/9/2012 0:00,1600,460,BATTERY: SIMPLE, ANTI-BISEXUAL,South,5,511,ROSELAND,1,0,,,UNDETERMINED
HV570092,11/18/2012 0:00,2323,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-ASIAN,Central,18,1832,NEAR NORTH SIDE,1,0,,,UNFOUNDED
HW104464,1/4/2013 0:00,1145,2826,OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS, ANTI-JEWISH,Central,1,121,NEAR WEST SIDE,1,0,,,UNDETERMINED
HW110621,1/9/2013 0:00,1327,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,17,1722,IRVING PARK,1,0,,,UNDETERMINED
HW121702,1/18/2013 0:00,2100,5001,OTHER OFFENSE: OTHER CRIME INVOLVING PROPERTY, ANTI-HISPANIC/LATINO,North,25,2521,BELMONT CRAGIN,1,0,,,BONA FIDE
HW145633,2/5/2013 0:00,2140,484,BATTERY: PRO EMP HANDS NO/MIN INJURY, ANTI-ASIAN,North,19,1935,LINCOLN PARK,2,2,2,,BONA FIDE
HW151571,2/9/2013 0:00,2030,610,BURGLARY: FORCIBLE ENTRY, ANTI-MULTIPLE RACES/GROUP,Central,3,331,SOUTH SHORE,1,0,,,BONA FIDE
HW151622,2/10/2013 0:00,1400,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-OTHER ETHNICITY/NATIONAL ORIGIN,North,17,1724,IRVING PARK,2,0,,,UNDETERMINED
HW153095,2/11/2013 0:00,1645,460,BATTERY: SIMPLE, ANTI-WHITE,Central,1,123,LOOP,1,3,,3,BONA FIDE
HW154027,2/12/2013 0:00,1546,560,ASSAULT: SIMPLE, ANTI-GAY (MALE),North,19,1925,LAKE VIEW,1,1,1,,UNFOUNDED
HW159525,2/16/2013 0:00,2330,460,BATTERY: SIMPLE, ANTI-GAY (MALE),North,19,1934,LAKE VIEW,1,0,,,UNDETERMINED
HW183153,3/7/2013 0:00,1855,460,BATTERY: SIMPLE, ANTI-GAY (MALE),South,6,614,AUBURN GRESHAM,1,1,,1,BONA FIDE
HW186519,3/10/2013 0:00,1300,460,BATTERY: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,20,2022,EDGEWATER,1,0,,,UNDETERMINED
HW195990,3/17/2013 0:00,1330,1320,CRIMINAL DAMAGE: TO VEHICLE, ANTI-LESBIAN,South,4,413,CALUMET HEIGHTS,2,0,,,BONA FIDE
HW199912,3/20/2013 0:00,1335,460,BATTERY: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,19,1922,LAKE VIEW,1,0,,,UNDETERMINED
HW215740,1/7/2013 0:00,700,460,BATTERY: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,Central,18,1824,NEAR NORTH SIDE,1,0,,,UNFOUNDED
HW218760,3/29/2013 0:00,1700,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-MULTIPLE RACES/GROUP,South,22,2212,BEVERLY,1,0,,,BONA FIDE
HW241939,4/21/2013 0:00,1640,2820,OTHER OFFENSE: TELEPHONE THREAT, ANTI-OTHER ETHNICITY/NATIONAL ORIGIN,North,16,1624,PORTAGE PARK,1,0,,,UNDETERMINED
HW259347,5/2/2013 0:00,2245,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-JEWISH,North,24,2411,WEST RIDGE,1,0,,,UNDETERMINED
HW261991,5/6/2013 0:00,150,1025,ARSON: AGGRAVATED, ANTI-BLACK/AFRICAN-AMERICAN,South,5,522,WEST PULLMAN,1,0,,,UNDETERMINED
HW280041,5/18/2013 0:00,1215,430,BATTERY: AGGRAVATED: OTHER DANG WEAPON, ANTI-WHITE,Central,2,212,DOUGLAS,2,0,,,UNDETERMINED
HW295465,5/28/2013 0:00,1745,560,ASSAULT: SIMPLE, ANTI-GAY (MALE),North,24,2433,EDGEWATER,1,0,,,UNDETERMINED
HW296394,5/30/2013 0:00,410,460,BATTERY: SIMPLE, ANTI-GAY (MALE),Central,3,323,WOODLAWN,2,0,,,UNFOUNDED
HW305307,6/5/2013 0:00,1115,1477,WEAPONS VIOLATION: RECKLESS FIREARM DISCHARGE, ANTI-BLACK/AFRICAN-AMERICAN,North,25,2513,AUSTIN,1,1,1,,UNFOUNDED
HW305585,6/5/2013 0:00,1425,430,BATTERY: AGGRAVATED: OTHER DANG WEAPON, ANTI-GAY (MALE),North,11,1132,WEST GARFIELD PARK,1,0,,,UNDETERMINED
HW320119,6/15/2013 0:00,1500,460,BATTERY: SIMPLE, ANTI-GAY (MALE),North,19,1933,LAKE VIEW,1,0,,,UNFOUNDED
HW332154,6/23/2013 0:00,1855,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,South,22,2211,BEVERLY,1,0,,,BONA FIDE
HW333812,6/23/2013 0:00,1815,460,BATTERY: SIMPLE, ANTI-GAY (MALE),North,16,1651,OHARE,1,1,1,,BONA FIDE
HW342694,6/30/2013 0:00,2330,460,BATTERY: SIMPLE, ANTI-GAY (MALE),North,25,2521,BELMONT CRAGIN,1,0,,,UNFOUNDED
HW343179,6/29/2013 0:00,1200,460,BATTERY: SIMPLE, ANTI-GAY (MALE),North,19,1915,UPTOWN,1,0,,,UNDETERMINED
HW344613,7/2/2013 0:00,1020,460,BATTERY: SIMPLE, ANTI-WHITE,North,15,1532,AUSTIN,1,0,,,BONA FIDE
HW346430,7/3/2013 0:00,1325,051B,ASSAULT: AGGRAVATED: OTHER FIREARM, ANTI-BLACK/AFRICAN-AMERICAN,Central,8,823,WEST LAWN,3,0,,,BONA FIDE
HW351288,7/7/2013 0:00,2400,320,ROBBERY: STRONGARM - NO WEAPON, ANTI-LESBIAN,North,15,1533,AUSTIN,2,1,1,,BONA FIDE
HW351419,7/7/2013 0:00,321,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,South,6,612,AUBURN GRESHAM,1,1,1,,UNDETERMINED
HW354724,7/9/2013 0:00,1240,560,ASSAULT: SIMPLE, ANTI-OTHER ETHNICITY/NATIONAL ORIGIN,South,6,612,AUBURN GRESHAM,1,0,,,UNDETERMINED
HW362292,7/7/2013 0:00,1710,460,BATTERY: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,Central,2,222,KENWOOD,2,1,1,,UNDETERMINED
HW376179,7/23/2013 0:00,2000,051A,ASSAULT: AGGRAVATED: HANDGUN, ANTI-GAY (MALE),South,6,632,CHATHAM,2,2,1,1,BONA FIDE
HW378144,7/25/2013 0:00,902,460,BATTERY: SIMPLE, ANTI-ASIAN,North,16,1621,JEFFERSON PARK,1,0,,,BONA FIDE
HW389332,8/1/2013 0:00,2205,460,BATTERY: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,South,4,412,CALUMET HEIGHTS,2,0,,,BONA FIDE
HW391021,8/3/2013 0:00,220,560,ASSAULT: SIMPLE, ANTI-GAY (MALE),South,7,714,WEST ENGLEWOOD,1,0,,,UNDETERMINED
HW410102,8/19/2013 0:00,1100,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,20,2022,EDGEWATER,1,0,,,UNFOUNDED
HW412799,8/17/2013 0:00,2300,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-GAY (MALE),North,14,1423,WEST TOWN,1,0,,,UNFOUNDED
HW415492,8/13/2013 0:00,600,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-JEWISH,North,24,2407,WEST RIDGE,1,0,,,UNFOUNDED
HW420104,8/23/2013 0:00,30,620,BURGLARY: UNLAWFUL ENTRY, ANTI-BLACK/AFRICAN-AMERICAN,North,14,1431,LOGAN SQUARE,1,0,,,UNDETERMINED
HW420313,8/23/2013 0:00,20,031A,ROBBERY: ARMED: HANDGUN, ANTI-GAY (MALE),North,20,2013,EDGEWATER,1,0,,,UNDETERMINED
HW422581,8/25/2013 0:00,125,460,BATTERY: SIMPLE, ANTI-ASIAN,Central,18,1831,NEAR NORTH SIDE,3,0,,,UNDETERMINED
HW423174,8/26/2013 0:00,1320,5000,OTHER OFFENSE: OTHER CRIME AGAINST PERSON, ANTI-HISPANIC/LATINO,North,16,1624,PORTAGE PARK,1,0,,,UNDETERMINED
HW431812,8/31/2013 0:00,1130,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,South,6,634,ROSELAND,1,0,,,UNDETERMINED
HW442163,9/7/2013 0:00,1953,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,16,1612,NORWOOD PARK,1,1,1,,BONA FIDE
HW449646,9/13/2013 0:00,35,486,BATTERY: DOMESTIC BATTERY SIMPLE, ANTI-GAY (MALE),North,15,1522,AUSTIN,1,1,1,,UNDETERMINED
HW460215,9/20/2013 0:00,1300,460,BATTERY: SIMPLE, ANTI-LESBIAN,North,15,1522,AUSTIN,1,0,,,UNFOUNDED
HW468334,9/25/2013 0:00,2000,2820,OTHER OFFENSE: TELEPHONE THREAT, ANTI-JEWISH,Central,12,1214,NEAR WEST SIDE,1,0,,,BONA FIDE
HW508048,10/26/2013 0:00,900,560,ASSAULT: SIMPLE, ANTI-WHITE,South,5,533,RIVERDALE,1,0,,,BONA FIDE
HW511822,10/29/2013 0:00,1132,558,ASSAULT: AGG PRO.EMP: OTHER DANG WEAPON, ANTI-BLACK/AFRICAN-AMERICAN,North,17,1712,NORTH PARK,1,1,1,,BONA FIDE
HW512249,10/29/2013 0:00,900,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-BLACK/AFRICAN-AMERICAN,North,11,1121,HUMBOLDT PARK,1,0,,,BONA FIDE
HW522903,11/6/2013 0:00,1115,560,ASSAULT: SIMPLE, ANTI-JEWISH,North,17,1711,NORTH PARK,1,0,,,BONA FIDE
HW527106,11/9/2013 0:00,1400,460,BATTERY: SIMPLE, ANTI-LESBIAN,South,4,421,SOUTH SHORE,2,0,,,BONA FIDE
HW532564,11/13/2013 0:00,900,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,Central,8,834,ASHBURN,2,0,,,UNDETERMINED
HW536731,11/17/2013 0:00,430,460,BATTERY: SIMPLE, ANTI-GAY (MALE),North,19,1923,LAKE VIEW,2,0,,,UNDETERMINED
HW538371,11/18/2013 0:00,1450,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,25,2523,AVONDALE,1,0,,,UNDETERMINED
HW569620,11/8/2013 0:00,700,1320,CRIMINAL DAMAGE: TO VEHICLE, ANTI-LESBIAN,North,17,1711,NORTH PARK,1,0,,,UNDETERMINED
HX116732,1/16/2014 0:00,1340,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,24,2411,WEST RIDGE,1,0,,,UNDETERMINED
HX119600,1/18/2014 0:00,2005,620,BURGLARY: UNLAWFUL ENTRY, ANTI-GAY (MALE),North,11,1112,HUMBOLDT PARK,1,0,,,UNDETERMINED
HX119950,1/19/2014 0:00,645,560,ASSAULT: SIMPLE, ANTI-WHITE,Central,12,1232,NEAR WEST SIDE,1,0,,,BONA FIDE
HX153176,2/16/2014 0:00,1130,430,BATTERY: AGGRAVATED: OTHER DANG WEAPON, ANTI-HISPANIC/LATINO,North,17,1732,IRVING PARK,1,0,,,BONA FIDE
HX153527,2/16/2014 0:00,1600,560,ASSAULT: SIMPLE, ANTI-GAY (MALE),South,6,632,CHATHAM,1,1,1,,UNDETERMINED
HX154641,2/17/2014 0:00,1430,560,ASSAULT: SIMPLE, ANTI-WHITE,North,15,1532,AUSTIN,2,0,,,BONA FIDE
HX154664,2/17/2014 0:00,1710,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,Central,8,834,ASHBURN,1,0,,,UNFOUNDED
HX162956,2/22/2014 0:00,2100,5000,OTHER OFFENSE: OTHER CRIME AGAINST PERSON, ANTI-BLACK/AFRICAN-AMERICAN,North,17,1722,ALBANY PARK,1,0,,,UNFOUNDED
HX168683,3/1/2014 0:00,535,1320,CRIMINAL DAMAGE: TO VEHICLE, ANTI-ATHEISM/AGNOSTICISM,North,17,1711,NORTH PARK,1,0,,,UNDETERMINED
HX174187,2/22/2014 0:00,500,2820,OTHER OFFENSE: TELEPHONE THREAT, ANTI-BLACK/AFRICAN-AMERICAN,North,11,1112,HUMBOLDT PARK,1,0,,,BONA FIDE
HX176575,3/8/2014 0:00,410,460,BATTERY: SIMPLE, ANTI-WHITE,Central,3,312,WOODLAWN,1,0,,,BONA FIDE
HX181794,3/12/2014 0:00,1220,520,ASSAULT: AGGRAVATED:KNIFE/CUTTING INSTR, ANTI-BLACK/AFRICAN-AMERICAN,North,14,1433,WEST TOWN,1,0,,,UNDETERMINED
HX182099,3/12/2014 0:00,1330,2825,OTHER OFFENSE: HARASSMENT BY TELEPHONE, ANTI-JEWISH,North,24,2433,EDGEWATER,1,0,,,BONA FIDE
HX189009,3/17/2014 0:00,460,460,BATTERY: SIMPLE, ANTI-WHITE,North,16,1623,JEFFERSON PARK,1,0,,,UNDETERMINED
HX190878,3/19/2014 0:00,1402,440,BATTERY: AGG: HANDS/FIST/FEET NO/MINOR INJURY, ANTI-BLACK/AFRICAN-AMERICAN,North,24,2424,ROGERS PARK,1,1,1,,BONA FIDE
HX193336,3/21/2014 0:00,1900,560,ASSAULT: SIMPLE, ANTI-MULTIPLE RACES/GROUP,Central,9,924,NEW CITY,1,0,,,UNDETERMINED
HX212981,4/5/2014 0:00,2000,560,ASSAULT: SIMPLE, ANTI-OTHER ETHNICITY/NATIONAL ORIGIN,North,25,2524,LOGAN SQUARE,1,0,,,UNDETERMINED
HX216107,4/8/2014 0:00,1945,1320,CRIMINAL DAMAGE: TO VEHICLE, ANTI-GAY (MALE),North,11,1115,WEST GARFIELD PARK,1,0,,,BONA FIDE
HX229694,4/19/2014 0:00,1300,560,ASSAULT: SIMPLE, ANTI-WHITE,North,19,1925,LAKE VIEW,1,0,,,UNFOUNDED
HX236508,4/25/2014 0:00,905,558,ASSAULT: AGG PRO.EMP: OTHER DANG WEAPON, ANTI-BLACK/AFRICAN-AMERICAN,North,16,1614,OHARE,1,0,,,UNDETERMINED
HX242199,4/28/2014 0:00,2100,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-BLACK/AFRICAN-AMERICAN,North,11,1135,NEAR WEST SIDE,2,0,,,BONA FIDE
HX242958,4/30/2014 0:00,1141,460,BATTERY: SIMPLE, ANTI-WHITE,South,22,2213,MORGAN PARK,1,0,,,BONA FIDE
HX243523,4/30/2014 0:00,1700,460,BATTERY: SIMPLE, ANTI-GAY (MALE),Central,9,925,NEW CITY,1,0,,,UNDETERMINED
HX244195,4/30/2014 0:00,1210,460,BATTERY: SIMPLE, ANTI-GAY (MALE),Central,1,133,DOUGLAS,2,1,1,,UNDETERMINED
HX251876,5/6/2014 0:00,1800,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-WHITE,Central,3,321,GREATER GRAND CROSSING,1,0,,,BONA FIDE
HX270704,5/21/2014 0:00,1205,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,South,22,2211,MOUNT GREENWOOD,1,0,,,UNDETERMINED
HX276604,5/25/2014 0:00,2341,291,CRIM SEXUAL ASSAULT: ATTEMPT NON-AGGRAVATED, ANTI-GAY (MALE),Central,1,131,NEAR SOUTH SIDE,1,0,,,BONA FIDE
HX282506,5/20/2014 0:00,1200,560,ASSAULT: SIMPLE, ANTI-JEWISH,Central,12,1215,WEST TOWN,1,0,,,UNFOUNDED
HX284890,6/1/2014 0:00,336,460,BATTERY: SIMPLE, ANTI-HISPANIC/LATINO,South,22,2212,MORGAN PARK,1,2,2,,UNFOUNDED
